benchmark,solver,status,cpu time,wallclock time,memory usage,result,exprs-details,syntax-error,adheres,smt-result,exprs-total-size,correct,,,
General-Track/hd-17-d5-prog.sl,CVC4-1.5-syguscomp2015-v4,complete,0.012997,0.014684,0,correct,(f 9),-,1,sat,9,1,,,
General-Track/hd-17-d5-prog.sl,sketch-ac-tmp,complete,13966.5,3515.47,35900000,correct,(f 9),-,1,sat,9,1,,,
General-Track/hd-17-d5-prog.sl,Enumerative Solver,complete,3.19151,3.19083,227384,correct,(f 8),-,1,sat,8,1,,,
General-Track/hd-17-d5-prog.sl,Sosy Toast,timeout (wallclock),3576.82,3600.02,2907528,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-17-d5-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3573.19,3600.02,2904028,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-17-d5-prog.sl,sygus-sketch-new-bug-fix,timeout (cpu),3600.03,3479.93,34900000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d0-prog.sl,sketch-ac-tmp,complete,205.583,55.3477,35200000,correct,(f 21),-,1,sat,21,1,,,
General-Track/hd-19-d0-prog.sl,sygus-sketch-new-bug-fix,complete,90.4583,81.8911,34400000,correct,(f 21),-,1,sat,21,1,,,
General-Track/hd-19-d0-prog.sl,CVC4-1.5-syguscomp2015-v4,complete,0.013997,0.0152501,0,correct,(f 19),-,1,sat,19,1,,,
General-Track/hd-19-d0-prog.sl,Enumerative Solver,timeout (cpu),3600.04,3598.51,6934276,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d0-prog.sl,Sosy Toast,timeout (wallclock),3574.84,3600.02,1572404,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d0-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3576.13,3600.02,1572476,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d0-prog.sl,stoch-2015-06-23-00-02,timeout (cpu),3600.03,3598.81,13000000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,CVC4-1.5-syguscomp2015-v4,complete,0.014997,0.0161309,0,correct,(f 19),-,1,sat,19,1,,,
General-Track/hd-19-d1-prog.sl,Enumerative Solver,timeout (cpu),3600.06,3598.81,53900000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,sketch-ac-tmp,timeout (wallclock),14291.3,3600.07,36300000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,Sosy Toast,timeout (wallclock),3577.13,3600.02,1537220,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3575.52,3600.02,1582056,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,stoch-2015-06-23-00-02,timeout (cpu),3600.09,3598.93,18900000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d1-prog.sl,sygus-sketch-new-bug-fix,timeout (cpu),3600.05,3516.6,34700000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,CVC4-1.5-syguscomp2015-v4,complete,0.016996,0.0182179,106088,correct,(f 19),-,1,sat,19,1,,,
General-Track/hd-19-d5-prog.sl,Enumerative Solver,timeout (cpu),3600.05,3598.81,25300000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,sketch-ac-tmp,timeout (wallclock),14312.2,3600.07,35900000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,Sosy Toast,timeout (wallclock),3588.11,3600.02,1736180,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3583.83,3600.02,2217808,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.06,3600.01,363480,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-19-d5-prog.sl,sygus-sketch-new-bug-fix,timeout (cpu),3600.08,3458.53,34800000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d0-prog.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.04,3599.72,26800000,unsolved,-,-,-,not-run,-,0,,,
General-Track/hd-20-d0-prog.sl,stoch-2015-06-23-00-02,complete,70.3553,70.4964,215848,wrong,(f 37),-,1,unsat,37,0,,,
General-Track/hd-20-d0-prog.sl,Enumerative Solver,timeout (cpu),3600.05,3598.71,21900000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d0-prog.sl,sketch-ac-tmp,complete,98.03,77.0731,35200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d0-prog.sl,Sosy Toast,timeout (wallclock),3584.27,3600.02,1542440,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d0-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3583.87,3600.02,1569876,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d0-prog.sl,sygus-sketch-new-bug-fix,complete,1062.58,892.739,34500000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.08,3599.33,32300000,unsolved,-,-,-,not-run,-,0,,,
General-Track/hd-20-d1-prog.sl,Enumerative Solver,timeout (cpu),3600.06,3599.31,10300000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,sketch-ac-tmp,complete,204.863,61.1511,35300000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,Sosy Toast,timeout (wallclock),3585.79,3600.02,1520476,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3584.49,3600.02,1567996,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,stoch-2015-06-23-00-02,timeout (cpu),3600.06,3599.22,17800000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d1-prog.sl,sygus-sketch-new-bug-fix,complete,2306.34,2080.6,34600000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.45,3599.28,32000000,unsolved,-,-,-,not-run,-,0,,,
General-Track/hd-20-d5-prog.sl,Enumerative Solver,timeout (cpu),3600.04,3598.61,37700000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,sketch-ac-tmp,complete,1052.5,275.686,35800000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,Sosy Toast,timeout (wallclock),3588,3600.02,1970040,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,Sosy Toast Variant 2,timeout (wallclock),3583.06,3600.05,2035156,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.69,3600.01,408540,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/hd-20-d5-prog.sl,sygus-sketch-new-bug-fix,complete,2839.89,2570.63,34800000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.03,3599,2532172,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,Enumerative Solver,complete,0.014997,0.016152,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,sketch-ac-tmp,complete,8.14676,6.25276,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,Sosy Toast,timeout (wallclock),3578.54,3600.02,2102720,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,Sosy Toast Variant 2,timeout (wallclock),3574.98,3600.02,2057668,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,stoch-2015-06-23-00-02,complete,0.012997,0.0140019,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_103_10.sl,sygus-sketch-new-bug-fix,complete,41.0788,30.8358,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.01,3598.81,2515296,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,Enumerative Solver,complete,0.013997,0.01458,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,sketch-ac-tmp,complete,8.13976,6.1456,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,Sosy Toast,timeout (wallclock),3578.81,3600.02,2098624,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,Sosy Toast Variant 2,timeout (wallclock),3574.05,3600.02,2094016,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,stoch-2015-06-23-00-02,complete,0.012997,0.0140211,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_104_10.sl,sygus-sketch-new-bug-fix,complete,41.1377,32.7459,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.07,3598.81,2841552,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,Enumerative Solver,complete,0.045992,0.0466611,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,sketch-ac-tmp,complete,35.3856,14.5688,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,Sosy Toast,timeout (wallclock),3592.88,3600.02,872868,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,Sosy Toast Variant 2,timeout (wallclock),3595.32,3600.02,855304,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,stoch-2015-06-23-00-02,complete,0.012997,0.01443,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_100.sl,sygus-sketch-new-bug-fix,complete,173.685,75.0287,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.08,3598.81,3359788,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,Enumerative Solver,complete,1.3128,1.3136,207440,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,sketch-ac-tmp,complete,53.4939,24.7146,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,Sosy Toast,timeout (cpu),3600.04,3599.43,661400,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.04,3599.12,662044,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,stoch-2015-06-23-00-02,complete,0.017997,0.0190631,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_105_1000.sl,sygus-sketch-new-bug-fix,complete,239.027,109.206,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.03,3599.01,3358472,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,Enumerative Solver,complete,1.44978,1.45097,206148,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,sketch-ac-tmp,complete,53.7168,24.4233,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,Sosy Toast,timeout (cpu),3600.01,3599.22,663552,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.07,3599.22,665084,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,stoch-2015-06-23-00-02,complete,0.017996,0.0192941,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_113_1000.sl,sygus-sketch-new-bug-fix,complete,237.482,107.892,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.03,3598.71,2836448,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,Enumerative Solver,complete,0.050991,0.0516629,106088,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,sketch-ac-tmp,complete,34.4248,14.2241,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,Sosy Toast,timeout (wallclock),3593.49,3600.02,864344,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,Sosy Toast Variant 2,timeout (wallclock),3594.21,3600.02,871400,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,stoch-2015-06-23-00-02,complete,0.012997,0.014562,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_114_100.sl,sygus-sketch-new-bug-fix,complete,174.154,73.9324,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.04,3599.01,2524884,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,Enumerative Solver,complete,0.015997,0.0174069,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,sketch-ac-tmp,complete,8.19075,6.0983,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,Sosy Toast,timeout (wallclock),3579.76,3600.02,2104256,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,Sosy Toast Variant 2,timeout (wallclock),3576.4,3600.02,2071744,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,stoch-2015-06-23-00-02,complete,0.012997,0.0139551,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_10.sl,sygus-sketch-new-bug-fix,complete,41.0478,33.5697,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.1,3598.81,2855540,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,Enumerative Solver,complete,0.050991,0.05212,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,sketch-ac-tmp,complete,34.4758,14.3317,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,Sosy Toast,timeout (wallclock),3594.9,3600.02,874452,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,Sosy Toast Variant 2,timeout (wallclock),3591.97,3600.02,869208,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,stoch-2015-06-23-00-02,complete,0.012997,0.0143721,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_118_100.sl,sygus-sketch-new-bug-fix,complete,173.73,74.3422,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.09,3599.01,2519020,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,Enumerative Solver,complete,0.015996,0.017223,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,sketch-ac-tmp,complete,8.15376,6.10521,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,Sosy Toast,timeout (wallclock),3582.05,3600.02,2074048,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,Sosy Toast Variant 2,timeout (wallclock),3577.28,3600.02,2084032,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,stoch-2015-06-23-00-02,complete,0.012997,0.013994,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_125_10.sl,sygus-sketch-new-bug-fix,complete,41.0798,31.0351,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.05,3598.41,3366300,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,Enumerative Solver,complete,1.42578,1.42582,207308,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,sketch-ac-tmp,complete,53.8658,23.9984,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,Sosy Toast,timeout (cpu),3600.06,3599.12,659692,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.05,3599.12,661228,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,stoch-2015-06-23-00-02,complete,0.017996,0.018984,106088,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_134_1000.sl,sygus-sketch-new-bug-fix,complete,238.76,107.933,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.09,3599.12,2794564,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,Enumerative Solver,complete,0.050991,0.051723,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,sketch-ac-tmp,complete,34.4788,14.3436,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,Sosy Toast,timeout (wallclock),3596.23,3600.02,870488,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,Sosy Toast Variant 2,timeout (wallclock),3593.11,3600.02,869332,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,stoch-2015-06-23-00-02,complete,0.013997,0.014931,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_135_100.sl,sygus-sketch-new-bug-fix,complete,175.788,73.8733,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.05,3599.31,2552088,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,Enumerative Solver,complete,0.015996,0.0165849,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,sketch-ac-tmp,complete,8.18275,6.08825,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,Sosy Toast,timeout (wallclock),3577.69,3600.02,2104512,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,Sosy Toast Variant 2,timeout (wallclock),3577.16,3600.02,2060424,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,stoch-2015-06-23-00-02,complete,0.012997,0.014098,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_139_10.sl,sygus-sketch-new-bug-fix,complete,41.3957,31.2342,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.07,3598.71,3354372,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,Enumerative Solver,complete,1.47278,1.4731,206088,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,sketch-ac-tmp,complete,53.7028,23.7852,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,Sosy Toast,timeout (cpu),3600.03,3598.72,662784,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.1,3599.03,666216,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,stoch-2015-06-23-00-02,complete,0.017997,0.0190909,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_14_1000.sl,sygus-sketch-new-bug-fix,complete,242.248,109.421,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.08,3598.71,3356656,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,Enumerative Solver,complete,1.40379,1.40421,206144,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,sketch-ac-tmp,complete,53.8638,23.8922,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,Sosy Toast,timeout (cpu),3600.07,3599.22,661456,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.07,3599.02,665800,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,stoch-2015-06-23-00-02,complete,0.017996,0.019091,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_143_1000.sl,sygus-sketch-new-bug-fix,complete,240.006,110.174,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.01,3598.81,2824340,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,Enumerative Solver,complete,0.054991,0.056249,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,sketch-ac-tmp,complete,34.5507,14.3211,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,Sosy Toast,timeout (wallclock),3596.2,3600.02,869464,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,Sosy Toast Variant 2,timeout (wallclock),3596.28,3600.02,865748,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,stoch-2015-06-23-00-02,complete,0.012997,0.0145501,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_100.sl,sygus-sketch-new-bug-fix,complete,173.705,74.9923,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.01,3599.39,3358620,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,Enumerative Solver,complete,1.36779,1.36809,206148,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,sketch-ac-tmp,complete,62.8074,68.0648,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,Sosy Toast,timeout (cpu),3600.03,3599.12,663364,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.02,3598.92,666160,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,stoch-2015-06-23-00-02,complete,0.017997,0.0191411,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_144_1000.sl,sygus-sketch-new-bug-fix,complete,239.217,108.126,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.03,3598.81,3357696,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,Enumerative Solver,complete,1.51977,1.51987,207392,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,sketch-ac-tmp,complete,53.8688,24.1724,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,Sosy Toast,timeout (cpu),3600.05,3599.42,660344,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,Sosy Toast Variant 2,timeout (cpu),3600.02,3598.62,662044,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,stoch-2015-06-23-00-02,complete,0.017997,0.0191279,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_147_1000.sl,sygus-sketch-new-bug-fix,complete,240.314,109.579,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_150_10.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.02,3598.31,2542124,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_150_10.sl,Enumerative Solver,complete,0.015996,0.0178281,0,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_150_10.sl,sketch-ac-tmp,complete,8.59969,6.34081,34200000,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_150_10.sl,Sosy Toast,timeout (wallclock),3578.4,3600.02,2073792,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/icfp_150_10.sl,Sosy Toast Variant 2,timeout (wallclock),3577.82,3600.02,2104768,unsolved,(f -1),-, n/a (not all solved),not-run,0,0,,,
