benchmark,solver,status,cpu time,wallclock time,memory usage,result,exprs-details,syntax-error,adheres,smt-result,exprs-total-size,correct,,,
General-Track/LinExpr_inv1.sl,sygus-sketch-new-bug-fix,complete,7.49186,5.7014,34400000,correct,(inv 12),-,1,sat,12,1,,,
General-Track/LinExpr_inv1.sl,CVC4-1.5-syguscomp2015-v4,complete,1358.93,1358.45,346308,correct,(inv 10),-,1,sat,10,1,,,
General-Track/LinExpr_inv1.sl,Enumerative Solver,complete,1.27281,1.27384,181092,correct,(inv 10),-,1,sat,10,1,,,
General-Track/LinExpr_inv1.sl,Sosy Toast,timeout (wallclock),3598.39,3600.02,949104,unsolved,(inv -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/LinExpr_inv1.sl,Sosy Toast Variant 2,timeout (wallclock),3587.56,3600.02,1090472,unsolved,(inv -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d1.sl,Sosy Toast,complete,6.81996,6.84414,614444,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount-d1.sl,Sosy Toast Variant 2,complete,6.85296,6.87458,527572,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount-d1.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.05,3598.61,1045472,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d1.sl,Enumerative Solver,timeout (cpu),3600.07,3598.61,5658300,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d1.sl,sketch-ac-tmp,complete,38.53,13.5986,35000000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount-d1.sl,stoch-2015-06-23-00-02,complete,0.017996,0.0190649,0,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d1.sl,sygus-sketch-new-bug-fix,complete,31.0943,12.5511,34400000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount-d5.sl,Sosy Toast,complete,19.3201,19.3351,614432,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount-d5.sl,Sosy Toast Variant 2,complete,19.512,19.5531,526036,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount-d5.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.06,3598.41,619952,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d5.sl,Enumerative Solver,memout,433.18,433.124,66200000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d5.sl,sketch-ac-tmp,complete,504.773,135.235,35600000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount-d5.sl,stoch-2015-06-23-00-02,complete,0.043993,0.044771,0,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount-d5.sl,sygus-sketch-new-bug-fix,complete,734.784,599.077,35700000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount.sl,Sosy Toast,complete,6.80196,6.82387,525528,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount.sl,Sosy Toast Variant 2,complete,6.79597,6.81271,526296,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount.sl,CVC4-1.5-syguscomp2015-v4,complete,0.19197,0.192333,106088,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount.sl,Enumerative Solver,timeout (cpu),3600.08,3598.71,4668296,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount.sl,sketch-ac-tmp,complete,136.81,47.1134,35100000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount.sl,stoch-2015-06-23-00-02,complete,0.017996,0.105744,106088,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount.sl,sygus-sketch-new-bug-fix,complete,608.934,231.799,34400000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d1.sl,Sosy Toast,complete,3299.26,3298.58,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2-d1.sl,Sosy Toast Variant 2,complete,3346.81,3346.19,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2-d1.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.05,3598.61,1300260,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d1.sl,Enumerative Solver,timeout (cpu),3600.04,3598.31,8876000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d1.sl,sketch-ac-tmp,complete,35.2796,12.5044,35000000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount2-d1.sl,stoch-2015-06-23-00-02,complete,0.020996,0.0221781,106088,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d1.sl,sygus-sketch-new-bug-fix,complete,34.1798,15.5469,34400000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount2-d5.sl,Sosy Toast,complete,3333.92,3332.68,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2-d5.sl,Sosy Toast Variant 2,complete,3382.89,3382.73,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2-d5.sl,CVC4-1.5-syguscomp2015-v4,timeout (cpu),3600.02,3598.61,969696,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d5.sl,Enumerative Solver,timeout (cpu),3600.07,3598.61,33500000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d5.sl,sketch-ac-tmp,complete,277.365,77.8153,35600000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount2-d5.sl,stoch-2015-06-23-00-02,complete,0.068989,0.0693421,0,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2-d5.sl,sygus-sketch-new-bug-fix,complete,1662.33,1341.48,35600000,violates_grammar,(countSketch 0),-,0,not-run,0,0,,,
General-Track/logcount2.sl,Sosy Toast,complete,3377.58,3377.09,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2.sl,Sosy Toast Variant 2,complete,3071.65,3070.95,37200000,unsolved,-,-,-,not-run,-,0,,,
General-Track/logcount2.sl,CVC4-1.5-syguscomp2015-v4,complete,1.06984,1.0739,244436,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2.sl,Enumerative Solver,timeout (cpu),3600.04,3598.71,8525708,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2.sl,sketch-ac-tmp,complete,135.329,46.297,35100000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2.sl,stoch-2015-06-23-00-02,complete,0.019996,0.0205359,0,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/logcount2.sl,sygus-sketch-new-bug-fix,complete,609.728,228.95,34400000,unsolved,(countSketch -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,CVC4-1.5-syguscomp2015-v4,complete,0.599907,0.598728,106088,correct,(max10 460),-,1,sat,460,1,,,
General-Track/max10.sl,Enumerative Solver,timeout (cpu),3600,3598.51,10400000,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,sketch-ac-tmp,timeout (wallclock),7181.86,3600.1,35400000,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,Sosy Toast,timeout (cpu),3600.05,3598.51,381940,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,Sosy Toast Variant 2,timeout (cpu),3600.02,3598.51,381940,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,stoch-2015-06-23-00-02,complete,0.008997,0.0104809,0,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max10.sl,sygus-sketch-new-bug-fix,memout,1081.77,1006.95,69300000,unsolved,(max10 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,CVC4-1.5-syguscomp2015-v4,complete,1.01084,1.01035,240816,correct,(max11 552),-,1,sat,552,1,,,
General-Track/max11.sl,Enumerative Solver,timeout (cpu),3600.09,3598.61,7739920,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,sketch-ac-tmp,timeout (wallclock),14326,3600.07,35700000,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,Sosy Toast,timeout (cpu),3600.03,3598.51,381948,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,Sosy Toast Variant 2,timeout (cpu),3600.02,3598.81,381944,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,stoch-2015-06-23-00-02,complete,0.008997,0.0114909,0,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max11.sl,sygus-sketch-new-bug-fix,memout,1086.3,1011.25,69300000,unsolved,(max11 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,CVC4-1.5-syguscomp2015-v4,complete,1.67674,1.67431,241332,correct,(max12 673),-,1,sat,673,1,,,
General-Track/max12.sl,Enumerative Solver,timeout (cpu),3600,3599.29,9019836,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,sketch-ac-tmp,timeout (wallclock),14307.3,3600.07,35600000,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,Sosy Toast,timeout (cpu),3600.05,3598.51,381956,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,Sosy Toast Variant 2,timeout (cpu),3600.04,3598.84,381952,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,stoch-2015-06-23-00-02,complete,0.009997,0.011577,0,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max12.sl,sygus-sketch-new-bug-fix,memout,1082.13,1013.36,70100000,unsolved,(max12 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,CVC4-1.5-syguscomp2015-v4,complete,3.19551,3.19256,242432,correct,(max13 808),-,1,sat,808,1,,,
General-Track/max13.sl,Enumerative Solver,timeout (cpu),3600.01,3598.61,5718280,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,sketch-ac-tmp,timeout (wallclock),14308.9,3600.09,35800000,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,Sosy Toast,timeout (cpu),3600.05,3598.51,381956,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,Sosy Toast Variant 2,timeout (cpu),3600.03,3598.61,381964,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,stoch-2015-06-23-00-02,complete,0.008998,0.0109359,0,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max13.sl,sygus-sketch-new-bug-fix,memout,1100.22,1022.64,69400000,unsolved,(max13 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,CVC4-1.5-syguscomp2015-v4,complete,5.2822,5.28008,243640,correct,(max14 957),-,1,sat,957,1,,,
General-Track/max14.sl,Enumerative Solver,timeout (cpu),3600.05,3598.91,34600000,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,sketch-ac-tmp,timeout (wallclock),14288.5,3600.07,35800000,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,Sosy Toast,timeout (cpu),3600.01,3598.51,381960,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,Sosy Toast Variant 2,timeout (cpu),3600.08,3598.61,381964,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,stoch-2015-06-23-00-02,complete,0.008997,0.0109151,0,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max14.sl,sygus-sketch-new-bug-fix,memout,1279.19,1154.35,69400000,unsolved,(max14 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,CVC4-1.5-syguscomp2015-v4,complete,6.44802,6.44531,244460,correct,(max15 1044),-,1,sat,1044,1,,,
General-Track/max15.sl,Enumerative Solver,timeout (cpu),3600.07,3598.31,9447040,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,sketch-ac-tmp,timeout (wallclock),14299.6,3600.08,35800000,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,Sosy Toast,timeout (cpu),3600.06,3599.12,381972,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,Sosy Toast Variant 2,timeout (cpu),3600.05,3598.51,381972,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,stoch-2015-06-23-00-02,complete,0.008998,0.0107,0,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max15.sl,sygus-sketch-new-bug-fix,memout,1147.52,1055.87,69400000,unsolved,(max15 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max2.sl,CVC4-1.5-syguscomp2015-v4,complete,0.010998,0.01204,106088,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,Enumerative Solver,complete,0.012997,0.0145471,0,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,sketch-ac-tmp,complete,4.88826,8.94755,34700000,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,Sosy Toast,complete,27.1759,27.4204,623068,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,Sosy Toast Variant 2,complete,28.0997,28.2664,614508,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,stoch-2015-06-23-00-02,complete,0.127979,0.128951,106088,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max2.sl,sygus-sketch-new-bug-fix,complete,3.05553,2.18616,34300000,correct,(max2 6),-,1,sat,6,1,,,
General-Track/max3.sl,stoch-2015-06-23-00-02,complete,13.5759,13.5849,194524,correct,(max3 31),-,1,sat,31,1,,,
General-Track/max3.sl,CVC4-1.5-syguscomp2015-v4,complete,0.012997,0.014636,0,correct,(max3 28),-,1,sat,28,1,,,
General-Track/max3.sl,Enumerative Solver,complete,1042.39,1042.09,8424908,correct,(max3 15),-,1,sat,15,1,,,
General-Track/max3.sl,sketch-ac-tmp,complete,10.5954,5.06566,35000000,correct,(max3 15),-,1,sat,15,1,,,
General-Track/max3.sl,sygus-sketch-new-bug-fix,complete,8.5737,6.93023,34400000,correct,(max3 15),-,1,sat,15,1,,,
General-Track/max3.sl,Sosy Toast,timeout (wallclock),3578.52,3600.02,1926960,unsolved,(max3 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max3.sl,Sosy Toast Variant 2,timeout (wallclock),3576.57,3600.02,1941752,unsolved,(max3 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max4.sl,CVC4-1.5-syguscomp2015-v4,complete,0.018996,0.0206589,0,correct,(max4 55),-,1,sat,55,1,,,
General-Track/max4.sl,stoch-2015-06-23-00-02,complete,274.498,274.698,198620,correct,(max4 55),-,1,sat,55,1,,,
General-Track/max4.sl,Enumerative Solver,timeout (cpu),3600.06,3598.61,15800000,unsolved,(max4 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max4.sl,sketch-ac-tmp,memout,11.52,14.2979,68700000,unsolved,(max4 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max4.sl,Sosy Toast,timeout (wallclock),3595.86,3600.02,1006304,unsolved,(max4 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max4.sl,Sosy Toast Variant 2,timeout (wallclock),3577.42,3600.02,1459856,unsolved,(max4 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max4.sl,sygus-sketch-new-bug-fix,memout,915.83,872.059,69300000,unsolved,(max4 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,CVC4-1.5-syguscomp2015-v4,complete,0.034994,0.0349971,0,correct,(max5 93),-,1,sat,93,1,,,
General-Track/max5.sl,Enumerative Solver,timeout (cpu),3600.05,3598.71,20500000,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,sketch-ac-tmp,timeout (wallclock),14311,3600.09,36500000,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,Sosy Toast,timeout (wallclock),3595.37,3600.03,1144320,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,Sosy Toast Variant 2,timeout (wallclock),3581.08,3600.03,1415488,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,stoch-2015-06-23-00-02,timeout (wallclock),3596.36,3600.01,238556,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max5.sl,sygus-sketch-new-bug-fix,memout,1029.48,981.472,69300000,unsolved,(max5 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,CVC4-1.5-syguscomp2015-v4,complete,0.05699,0.0569071,106088,correct,(max6 139),-,1,sat,139,1,,,
General-Track/max6.sl,Enumerative Solver,timeout (cpu),3600.04,3598.61,16300000,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,sketch-ac-tmp,timeout (wallclock),7126.7,3600.1,36000000,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,Sosy Toast,timeout (cpu),3600.06,3592.02,943992,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,Sosy Toast Variant 2,timeout (wallclock),3579.65,3600.03,1406484,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.22,3600.01,222172,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max6.sl,sygus-sketch-new-bug-fix,memout,1040.2,985.549,69400000,unsolved,(max6 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,CVC4-1.5-syguscomp2015-v4,complete,0.115982,0.115872,106088,correct,(max7 196),-,1,sat,196,1,,,
General-Track/max7.sl,Enumerative Solver,timeout (cpu),3600.06,3598.71,24600000,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,sketch-ac-tmp,timeout (wallclock),14298.1,3600.07,36000000,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,Sosy Toast,timeout (cpu),3600.05,3599.63,1124936,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,Sosy Toast Variant 2,timeout (wallclock),3591.64,3600.02,1310224,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,stoch-2015-06-23-00-02,timeout (wallclock),3599.61,3600.01,223196,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max7.sl,sygus-sketch-new-bug-fix,memout,1046.9,990.445,69500000,unsolved,(max7 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,CVC4-1.5-syguscomp2015-v4,complete,0.220965,0.221347,106088,correct,(max8 270),-,1,sat,270,1,,,
General-Track/max8.sl,Enumerative Solver,timeout (cpu),3600.1,3598.61,6313632,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,sketch-ac-tmp,timeout (wallclock),14293.6,3600.07,35400000,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,Sosy Toast,timeout (wallclock),3598.82,3600.03,737996,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,Sosy Toast Variant 2,timeout (wallclock),3589.63,3600.03,1002876,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.75,3600.01,229340,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max8.sl,sygus-sketch-new-bug-fix,memout,1074.93,999.559,69300000,unsolved,(max8 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,CVC4-1.5-syguscomp2015-v4,complete,0.32495,0.324778,106088,correct,(max9 358),-,1,sat,358,1,,,
General-Track/max9.sl,Enumerative Solver,timeout (cpu),3600.09,3598.61,29400000,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,sketch-ac-tmp,timeout (wallclock),14313,3600.07,35500000,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,Sosy Toast,timeout (cpu),3600.04,3598.51,381936,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,Sosy Toast Variant 2,timeout (cpu),3600.08,3598.71,381940,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,stoch-2015-06-23-00-02,timeout (cpu),3600.09,3599.81,237532,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/max9.sl,sygus-sketch-new-bug-fix,memout,1070.51,1001.35,69400000,unsolved,(max9 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,CVC4-1.5-syguscomp2015-v4,complete,0.015997,0.016238,0,correct,(ex 127),-,1,sat,127,1,,,
General-Track/mpg_example1.sl,Enumerative Solver,timeout (cpu),3600.05,3598.31,1553420,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,sketch-ac-tmp,complete,1.71574,3.87493,34200000,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,Sosy Toast,timeout (wallclock),3579.31,3600.02,1794736,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,Sosy Toast Variant 2,timeout (wallclock),3505.16,3600.02,2509852,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,stoch-2015-06-23-00-02,timeout (wallclock),3595.89,3600.01,230364,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example1.sl,sygus-sketch-new-bug-fix,complete,1.48677,1.15283,34200000,unsolved,(ex -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,CVC4-1.5-syguscomp2015-v4,complete,0.020996,0.0209749,0,correct,(eq1 259),-,1,sat,259,1,,,
General-Track/mpg_example2.sl,Enumerative Solver,timeout (cpu),3600.01,3598.31,15300000,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,sketch-ac-tmp,complete,1.65775,3.58593,34200000,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,Sosy Toast,timeout (wallclock),3589.85,3600.02,1394952,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,Sosy Toast Variant 2,timeout (wallclock),3586.55,3600.03,1448192,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.17,3600.01,231388,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example2.sl,sygus-sketch-new-bug-fix,complete,1.47078,1.13545,34200000,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,CVC4-1.5-syguscomp2015-v4,complete,0.041993,0.0406259,0,correct,(eq2 1001),-,1,sat,1001,1,,,
General-Track/mpg_example3.sl,Enumerative Solver,timeout (cpu),3600.05,3598.61,1412796,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,sketch-ac-tmp,complete,1.68674,3.57596,34200000,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,Sosy Toast,timeout (wallclock),3582.69,3600.02,736304,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,Sosy Toast Variant 2,timeout (wallclock),3598.35,3600.02,734452,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,stoch-2015-06-23-00-02,timeout (wallclock),3598.02,3600.01,238556,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example3.sl,sygus-sketch-new-bug-fix,complete,1.49677,1.16198,34200000,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,CVC4-1.5-syguscomp2015-v4,complete,0.079987,0.0691611,106088,correct,(eq2 3657),-,1,sat,3657,1,,,
General-Track/mpg_example4.sl,Enumerative Solver,timeout (cpu),3600.06,3599.22,180076,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,sketch-ac-tmp,complete,1.69274,2.4419,34200000,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,Sosy Toast,timeout (cpu),3600.09,3598.82,686908,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,Sosy Toast Variant 2,timeout (cpu),3600.05,3598.92,684856,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,stoch-2015-06-23-00-02,timeout (cpu),3600.08,3599.91,220124,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example4.sl,sygus-sketch-new-bug-fix,complete,1.50077,1.16516,34200000,unsolved,(eq2 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,CVC4-1.5-syguscomp2015-v4,complete,0.044992,0.040631,0,correct,(eq1 1767),-,1,sat,1767,1,,,
General-Track/mpg_example5.sl,Enumerative Solver,complete,0.004998,0.00822394,0,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,sketch-ac-tmp,complete,1.70374,4.34198,34200000,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,Sosy Toast,timeout (cpu),3600.02,3598.52,691448,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,Sosy Toast Variant 2,timeout (cpu),3600,3598.52,683332,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,stoch-2015-06-23-00-02,timeout (wallclock),3594.85,3600.01,252004,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_example5.sl,sygus-sketch-new-bug-fix,complete,1.49677,1.16556,34200000,unsolved,(eq1 -1),-, n/a (not all solved),not-run,0,0,,,
General-Track/mpg_guard1.sl,stoch-2015-06-23-00-02,complete,7.38488,7.39025,194524,correct,(eq1 26),-,1,sat,26,1,,,
General-Track/mpg_guard1.sl,CVC4-1.5-syguscomp2015-v4,complete,0.012997,0.0144631,0,correct,(eq1 23),-,1,sat,23,1,,,
General-Track/mpg_guard1.sl,Enumerative Solver,complete,1.80772,1.80789,196444,correct,(eq1 12),-,1,sat,12,1,,,
